golden_id,source_customer_tweet_id,customer_author_id,customer_text,brand_tweet_id,brand_response,thread_type,assigned_intent,ambiguity_flag,competing_intents,labeling_rationale
gold_014,2404853,691716,the new update wiped all my music away 😫😫😫,2404851,"Your music is important to you; we'll do all we can to help. To start, are you an Apple Music member?",2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_015,2770799,774561,![?]OS - quite something not being able to use a vowel. Hell of an update here,2770798,We want to help out! Have you had a chance to update to iOS 11.1.2? We released an update recently that addressed this issue. Check out this article: https://t.co/qODbOsp4wz DM us if you still have issues with it after updating. https://t.co/GDrqU22YpT,2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_016,937440,275505,2/2 that apps in need of update or are causing phone to run slowly may not work after IOS update. This is constructive feedback for you,937443,We understand where you're coming from. You can request the app to come back here: https://t.co/vcSzj5tstI,3+_turns (Follow-up Thread),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_017,63209,130501,"thanks!, not only me, my wife and a friend, keyboard is very slow and apps like the whatsapp takes up to 10 seconds to open",63211,"Let us know in DM whether you have been able to update to iOS 11.1, please. https://t.co/GDrqU22YpT",3+_turns (Follow-up Thread),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_018,1990846,589186,"I’ve updated my phone, but I’m still seeing boxed question marks in place of emojis... ???",1990845,We're happy to look into this with you. Please DM us the iOS 11 version installed &amp; additional details about this issue. https://t.co/GDrqU22YpT,2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_019,1392454,576606,"How about you fix my 6 Plus? Ever since I downloaded IOS 11, and then the updates, it’s been going crazy. So close to over it.",1938388,We can look into this with you! We're here to help. Which version of iOS 11 are you using? Please reply in DM. https://t.co/GDrqU22YpT,3+_turns (Follow-up Thread),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_020,411144,213059,the new 11 download has screwed my phone up completely!!!!please fix this problem.its basically a frozen mess!!,411143,We'd love to help. DM us using the link below for further assistance. We can go from there. https://t.co/GDrqU22YpT,2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_021,431277,217540,Updated to my 7 plus to 11.0.2: my phone freezes and crashes no less than 7-8 times a day. 😡😡,431276,Meet us in DM at the link below so we can provide you more guidance on this please. https://t.co/GDrqU22YpT,2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_022,902781,334306,can you un -break whatever you broke with the last software update to my iphone please? #OS11sloooowww,902780,We're happy to help you with this issue. Go to Settings &gt; General &gt; About and let us know what software version you do have?,2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_023,345148,198113,I hate how buggy my phone is after installing iOS 11. Thanks . #notimpressed,345147,We're here to help with issues you are having with iOS 11. Can you provide us with more details?,2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_024,367969,203177,"En serio, el puto iOS 11 me tiene el móvil hecho mierda. Como no me lo arregléis me hago pambisito",367968,We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_025,1215612,571755,Seriously after updating to iOS 11 my iPhone is dead. Thinking abt buying One Plus,1920566,We can help with your iPhone battery life. Just Direct Message us what country you're located in to get started. https://t.co/GDrqU22YpT,3+_turns (Follow-up Thread),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_026,1743558,525888,There’s a bug with ios 11.1 that changes the letter I️ to an A with a little question mark box,1743557,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,3+_turns (Follow-up Thread),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_027,1371889,439311,I completed the new iOS update and all of my pictures have been removed and I cannot find them! Can you help?,1371887,We'll point you in the right direction for the best support. Reach out to our Photos experts here: https://t.co/IBIY3vMgPj,2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_028,1618317,496183,Why tf am I seeing question marks in boxes 🙄😑🤦🏽‍♀️ my phone is updated...,1618316,We can definitely help you see what's going on. Check out this article: https://t.co/xXaXeeSRt9,2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_029,2054312,212063,just wanted to know if an update or fix is coming for high sierra? My imac rebooting by itself is getting pretty old.,2054311,Let's look into this together. Does it happen after using a particular app? Do you get an error message? Let us know in DM. https://t.co/GDrqU22YpT,2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_030,660485,277330,Lol it’s all my apps,660484,Let's talk and check a few things together in a DM. Please tap here and we'll get started: https://t.co/GDrqU22YpT,3+_turns (Follow-up Thread),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_031,2207531,645406,"Well, I canceled the “restore” by mistake then the update installed properly. I guess the question I have now is, was there a “restore” in the download of 11.1.1? If so, is this necessary?",2207532,Good question. Send us a DM and we'll probe a bit further. https://t.co/GDrqU22YpT,3+_turns (Follow-up Thread),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_032,1870212,558562,Hey your new update CONSIDERABLY slows down the iPhone... or is it a BUG you put into my phone during the update!? I think so,1870211,"We’d love to help with your iPhone’s performance. To start, send us a DM letting us know the exact iOS version you’re using. https://t.co/GDrqU22YpT",2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_033,1166806,394456,your new update fucking SUCKS. Makes everyone’s phones run slower and mine keeps freezing.,1166805,This is not the experience we want you to have after updating. Reach out to us in DM. https://t.co/GDrqU22YpT,2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_034,2314352,671104,I️ updated iOS but it didn’t work! How will I️ find love with this bio?? https://t.co/iTuIzUZyNq,2314351,We want to help. Please DM us using the following link and we'll look into this in detail with you there. https://t.co/GDrqU22YpT,2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_035,2565802,727919,newest update was supposed to fix this issue with the “i” wasn’t it? Still getting this https://t.co/17Rz2bRCy7,2565801,"If you're only seeing this issue on other peoples post or messages, it means that person needs to update or the message was published before they updated.",2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_036,1221975,406733,"my iPhone 7 Plus keeps turning off randomly ever since I updated to the new iOS, is this normal?Or is there a fix coming soon?",1221974,We’d like to understand more about this. DM us and we’ll take it from there. https://t.co/GDrqU22YpT,2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_037,2700925,758714,I spoke to an agent over chat and they were able to help me. It did involve a couple of hours of reinstalling the OS and then waiting for an update. Not happy as I was told MACs had less issues than Windows and it's twice since I had had the product that I have had to seek help,2700927,We're happy to hear the issue has been resolved. Feel free to reach out to us if you have any further issues.,3+_turns (Follow-up Thread),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_038,2255368,489692,"Dear , my phone was literally crackling while doing the 11.1 update but hey, my “it” problem has been fixed.",2255367,"We're here for you! Have you experienced any crackling sounds once the update completed? If so, please let us know all about it in detail.",2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_039,2406779,692170,Yes and updating all my apps,2406781,"Are your other apps locked to portrait mode too, or is the phone able to enter landscape mode without any issues at this time?",3+_turns (Follow-up Thread),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_040,2292393,665721,"FIX YOUR STUPID ASS, GLITCHY ASS UPDATE OR IM SWITCHING TO A DROID DAMN IT",2292392,"We'd like to look into this with you. To get started, let us know what issue you're experiencing.",2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_041,2207418,464650,I updated to 11.1.1 and after half an hour my iPhone 8 turned off and stock on Apple logo U r guys sucks,2207417,We'd be glad to help! Have you tried a force restart to see if that helps? https://t.co/OWRDHWSt4h,2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_042,1410804,447904,My phone has turned to trash ever since I updated. 😡,1410803,"Definitely not what we want you to experience. Let us know what's going on, including which device &amp; iOS version you're using.",3+_turns (Follow-up Thread),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_043,561747,251452,No this is not showing! I also have nearly all notifications off on all apps so if doesn’t need to be refreshed continuously but still not helping! 😩,561749,Thanks for checking! Send us a DM. We'll continue to work with you from there. https://t.co/GDrqU22YpT,3+_turns (Follow-up Thread),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_044,1538863,477018,why does the update auto correct the letter “I” into “A?” That makes no sense and it’s very annoying.,1538862,We want to help. Send us a DM letting us know if you are updated to iOS 11.1. https://t.co/GDrqU22YpT,2_turns (Initial Q&A),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_045,1293756,372169,After the update 1103 IPhone 5 pushing the apps and nothing happens also touch ID is not working and not possible to update the apps,1293758,Since the issue started have you powered off the device and powered it back on. Let us know in DM. We'll continue there. https://t.co/GDrqU22YpT,3+_turns (Follow-up Thread),SOFTWARE_OS_UPDATE,False,none,Unambiguous query displaying clear symptoms belonging to SOFTWARE_OS_UPDATE.
gold_046,2476073,707803,my phone is slowing down and glitching multiple times a day. i have a 7 plus that i only got about 6 months ago and i have the latest updates for it because i hoped it would fix all the glitching,2476075,Got it. Let us know in DM if you are noticing slow performance overall or when using certain apps or features. https://t.co/GDrqU22YpT,3+_turns (Follow-up Thread),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_047,1597629,490759,These mini question marks are ruining the world! fix this!,1597628,We've got your back. Check this out: https://t.co/xU1AGHStV6 DM us any questions. https://t.co/GDrqU22YpT,2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_048,1508680,470173,"the album that i pre-ordered came out, and the album isn’t popping up in my music library, how do i get the album?",1508678,Check out this article and let us know if you’re able to get it downloaded: https://t.co/aW5pliLVQR,2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_049,2747383,190083,I've been trying to recover my account since October... why hasn't anything happened?,2747382,Let's work together on this. Have you tried to reset your password here? https://t.co/qLj64gHtqO,2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_050,1516659,471876,Anyone know why #applewatch mile splits have gone missing? https://t.co/O0TMMBl955,1516657,We'd be happy to look into this with you. DM us the watchOS and iOS installed on your devices to get started. https://t.co/GDrqU22YpT,2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_051,41659,125167,"Hi, I’m using Numbers for Mac, trying to get CURRENCYH function working but it gives errors for weekend dates.. why so pls?",41657,Our application support team will be glad to partner with you on this. They can be reached here: https://t.co/IBIY3vMgPj,2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_052,1475861,462633,". If I do a drop test on the iPhone X, will my Apple Care cover it? Thanks.",1475860,We encourage you treat your iPhone with care. Information on what AppleCare covers can be found here: https://t.co/3zyMIIwK0O,2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_053,746059,298348,it’s ashamed how I can’t get my beats fixed bc of a mistake your employee made. Smh,746058,Let’s team up on this situation. Could you let us know more details via a DM? We’ll keep moving forward from there. https://t.co/GDrqU22YpT,2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_054,90933,135703,Thanks for the reply. Followed these steps earlier today based on a users post on internet. Glad to see an official Apple support page response too. Thanks.,90935,We’re happy to hear the situation was resolved. Please message us back if you’ve got any other questions in the future. We're online every day from 5am-8pm PST.,3+_turns (Follow-up Thread),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_055,2375272,685160,None of this working I’ve done it all,2375273,Thanks for trying those steps. May we ask where you're located? We'd like to provide you with all available options.,3+_turns (Follow-up Thread),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_056,939663,342751,phone just died on 40% then when i plugged it in it was back on 40% then it went down to 10% rapid EXPLAIN YOURSELF,939662,We are here to help. DM us your iOS version and we can take a look at this. https://t.co/GDrqU22YpT,2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_057,2597164,735345,WHY THE FUCK ALL MY I️’S MESSED UP??? TF APPLE.,2597163,"We're happy to assist. An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/tHicJHB57O Let us know in DM if you still need help. https://t.co/GDrqU22YpT",2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_058,2939309,812400,I did not know this was possible. My 2-yr old “made this happen”...only 45 more years to go before I give it a try..😂👍😂 https://t.co/lu37Oz1RzA,2939308,Hey there! We're happy to help. We have an article that will guide you through regaining access to your iPhone again: https://t.co/F1QfwW1u1N,2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_059,2560412,726731,"now this fuckin question mark A is annoying me, fuckin fix your shit omg",2560411,"The issue is resolved in iOS 11.1.1. If you haven't updated, back up your iPhone, update, and see if that helps. Take a look at this article for help: https://t.co/ahjigcvFRG",3+_turns (Follow-up Thread),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_060,1332257,430799,"I thought you might say that. Lets, but we’re two updates in on your latest offering. Caused more problems than it fixed.",1332258,"Updating iOS will be the next best step. If issues persist after updating, please DM us and we can go from there: https://t.co/GDrqU22YpT",3+_turns (Follow-up Thread),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_061,783454,174256,"Dear I ordered #iPhoneX from way too far and my delivery slipped to 16-24 Nov, I appeal for sooner delivery 😪 #fanboy",783453,"For help with your iPhone X order, reach out to our Apple Online Store Support team for help here: https://t.co/8yjRd1Xo0i",2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_062,2545696,723575,Really unresponsive iPhone X and I haven’t even had it for 24 hours.... #Terrible,2545695,We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_063,2360422,681658,"Yes, it’s turned on",2360423,Do you also have any other contact syncing software set up--for instance Google Contacts?,3+_turns (Follow-up Thread),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_064,999855,356750,Wish I could seamlessly activate my phone,999853,"Please complete the steps shown in the following article, and DM us if you still cannot active it: https://t.co/ywHIZGN4Ac https://t.co/GDrqU22YpT",3+_turns (Follow-up Thread),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_065,2454116,703035,hi can you help me? i have questions regarding apple music,2454115,"We're here to help. Let us know what's going on, and we'll see what we can do.",2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_066,1261339,415482,"Well, I ruled that out. Instead, I managed to find the root of the problem. A build of dust that was jammed up there. Sorted now",1261340,We're glad to hear that cleaning out the port did it. Just reach out if you need help again and have a good one!,3+_turns (Follow-up Thread),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_067,1634025,499886,every time I️ type “ I️ “ that comes out... what do I do?,1634023,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_068,2300185,667602,"hi, I ordered an iPhoneX on release day, and I can't look up the delivery tracking. Do you have some kind of problems with your servers at the moment? Greetings from Germany :)",2300184,We’d be happy to get you pointed in the right direction. Please meet us in DM to begin. https://t.co/GDrqU22YpT,2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_069,55118,128498,I certainly can’t fit all the bugs into 140 characters. I’ll need to email it. I’m hoping your team is already working on it. Not the same.,55120,Feel free to message us in DM with more details. https://t.co/GDrqU22YpT,3+_turns (Follow-up Thread),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_070,2297822,605939,Oh hey and it’d be cool to use the letter “i“ without some weird fucking box showing up instead. Thanks . #technology,2297821,"Thank you for reaching out to us. We know how important it is to have this resolved as quickly as possible. To start, have you updated your device to 11.1.1? You can update your device by following these steps: https://t.co/80YRnjDFDk",2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_071,1338840,201221,what’s happening whenever I try to play a music this is coming https://t.co/x9aYyaiy82,1338838,"Which device and version of iOS are you using? It’s been a while since you reached out, are you still unable to listen?",2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_072,2255296,656894,get ur shit together with this I️ thing,2255295,"An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_073,872533,327147,"Is not a buying question, IS about if Have to do something, some request if want to change the carrier in that version",872535,Are you referring to unlocking your iPhone? Please send us a DM with your answer. https://t.co/GDrqU22YpT,3+_turns (Follow-up Thread),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_074,374788,204868,why won’t any videos stream from my devices onto AppleTV?,374787,"We want to help. DM us, and let us know the device you're trying to stream from to begin https://t.co/GDrqU22YpT",2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_075,1817960,160015,hiya! Is there an easier resolution for blocking emails? Having to do this (which doesn’t always work) seems antiquated. https://t.co/waF8wYPceD,1817959,We'd be happy to look into available options with you. DM us which device and OS version you're using to get started. https://t.co/GDrqU22YpT,2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
gold_076,2615239,739245,why is my facetime not working on my mac??? what could i do to fix it?,2615237,We know you need to stay in contact with family and friends with FaceTime and we'll be glad to help you with this. What happens when you try to use it? We have some steps located here that can help: https://t.co/a3pjcxysN2,2_turns (Initial Q&A),GENERAL_CHITCHAT_OR_FEEDBACK,False,none,Unambiguous query displaying clear symptoms belonging to GENERAL_CHITCHAT_OR_FEEDBACK.
